"code","labels","SBI1","SBI2","SBI3","SBI4"
"46.21.5","Groothandel in veevoeder (geen ruw-, meng- en krachtvoeder) ","G","46","2","1"
"46.21.6","Groothandel in ruwe plantaardige en dierlijke oliën en vetten en oliehoudende grondstoffen","G","46","2","1"
"46.21.7","Groothandel in ruwe tabak","G","46","2","1"
"46.21.8","Groothandel in akkerbouwproducten en veevoeder algemeen assortiment","G","46","2","1"
"46.21.9","Groothandel in overige akkerbouwproducten  ","G","46","2","1"
"46.22","Groothandel in bloemen en planten","G","46","2","2"
"46.23","Groothandel in levende dieren","G","46","2","3"
"46.23.1","Groothandel in levend vee","G","46","2","3"
"46.23.2","Groothandel in huisdieren, siervissen, siervogels en wilde dieren","G","46","2","3"
"46.24","Groothandel in huiden, vellen, leer en halffabrikaten van leer","G","46","2","4"
"46.24.1","Groothandel in huiden en vellen","G","46","2","4"
"46.24.2","Groothandel in leer en halffabrikaten van leer","G","46","2","4"
"46.31","Groothandel in groenten en fruit en in consumptie-aardappelen","G","46","3","1"
"46.31.1","Groothandel in groenten en fruit","G","46","3","1"
"46.31.2","Groothandel in consumptie-aardappelen","G","46","3","1"
"46.32","Groothandel in vlees en vleeswaren en in wild en gevogelte (niet levend)","G","46","3","2"
"46.33","Groothandel in zuivelproducten, spijsoliën en -vetten en eieren","G","46","3","3"
"46.33.1","Groothandel in zuivelproducten en spijsoliën en -vetten","G","46","3","3"
"46.33.2","Groothandel in eieren","G","46","3","3"
"46.34","Groothandel in dranken (geen zuivel)","G","46","3","4"
"46.35","Groothandel in tabaksproducten en rokersbenodigdheden","G","46","3","5"
"46.36","Groothandel in suiker, chocolade en suikerwerk","G","46","3","6"
"46.37","Groothandel in koffie, thee, cacao en specerijen (geen ruwe)","G","46","3","7"
"46.38","Groothandel in overige voedingsmiddelen en in overige grondstoffen en halffabrikaten voor de","G","46","3","8"
"46.38.1","Groothandel in snacks ","G","46","3","8"
"46.38.2","Groothandel in vis, schaal- en weekdieren ","G","46","3","8"
"46.38.3","Gespecialiseerde groothandel in overige voedings- en genotmiddelen n.e.g.","G","46","3","8"
"46.38.4","Groothandel in bakkerijgrondstoffen ","G","46","3","8"
"46.38.9","Gespecialiseerde groothandel in overige grondstoffen en halffabrikaten voor de voedingsmiddelen-","G","46","3","8"
"46.39","Groothandel in voedings- en genotmiddelen algemeen assortiment","G","46","3","9"
"46.41","Groothandel in kledingstoffen, fournituren en huishoudtextiel","G","46","4","1"
"46.41.1","Groothandel in kledingstoffen en fournituren","G","46","4","1"
"46.41.2","Groothandel in huishoudtextiel en beddengoed","G","46","4","1"
"46.42","Groothandel in kleding, schoenen en mode-artikelen","G","46","4","2"
"46.42.1","Groothandel in bovenkleding","G","46","4","2"
"46.42.2","Groothandel in werkkleding","G","46","4","2"
"46.42.3","Groothandel in onderkleding","G","46","4","2"
"46.42.4","Groothandel in schoenen","G","46","4","2"
"46.42.5","Groothandel in mode-artikelen","G","46","4","2"
"46.42.9","Groothandel in textielwaren algemeen assortiment","G","46","4","2"
"46.43","Groothandel in elektrische huishoudelijke apparatuur, audio- en videoapparatuur en fotografische en optische artikelen","G","46","4","3"
"46.43.1","Groothandel in witgoed ","G","46","4","3"
"46.43.2","Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)","G","46","4","3"
"46.43.3","Groothandel in audio- en video-apparatuur ","G","46","4","3"
"46.43.4","Groothandel in fotografische artikelen      ","G","46","4","3"
"46.43.5","Groothandel in beeld- en geluidsdragers","G","46","4","3"
"46.43.6","Groothandel in optische artikelen","G","46","4","3"
"46.44","Groothandel in glas, porselein en aardewerk en in reinigingsmiddelen ","G","46","4","4"
"46.44.1","Groothandel in glas, porselein en aardewerk","G","46","4","4"
"46.44.2","Groothandel in was-, poets- en reinigingsmiddelen","G","46","4","4"
"46.45","Groothandel in parfums en cosmetica","G","46","4","5"
"46.46","Groothandel in farmaceutische producten, medische instrumenten en orthopedische artikelen ","G","46","4","6"
"46.46.1","Groothandel in farmaceutische producten","G","46","4","6"
"46.46.2","Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en ","G","46","4","6"
"46.47","Groothandel in huismeubilair, woningtextiel, vloerbedekking en verlichting ","G","46","4","7"
"46.47.1","Groothandel in huismeubilair","G","46","4","7"
"46.47.2","Groothandel in woningtextiel en vloerbedekking","G","46","4","7"
"46.47.3","Groothandel in verlichtingsartikelen","G","46","4","7"
"46.48","Groothandel in juweliersartikelen en uurwerken","G","46","4","8"
"46.49","Groothandel in overige consumentenartikelen (non-food)","G","46","4","9"
"46.49.1","Groothandel in fietsen en bromfietsen","G","46","4","9"
"46.49.2","Groothandel in watersportartikelen","G","46","4","9"
"46.49.3","Groothandel in kampeerartikelen (geen caravans)","G","46","4","9"
"46.49.4","Groothandel in speelgoed","G","46","4","9"
"46.49.5","Groothandel in muziekinstrumenten","G","46","4","9"
"46.49.6","Groothandel in sportartikelen (geen watersport)","G","46","4","9"
"46.49.7","Groothandel in papier- en kartonwaren (geen verpakkingsmateriaal)","G","46","4","9"
"46.49.8","Groothandel in boeken, tijdschriften en overig drukwerk","G","46","4","9"
"46.49.9","Groothandel in overige consumentenartikelen (non-food) n.e.g. ","G","46","4","9"
"46.51","Groothandel in computers, randapparatuur en software","G","46","5","1"
"46.52","Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen","G","46","5","2"
"46.61","Groothandel in landbouwmachines, werktuigen en tractoren","G","46","6","1"
"46.62","Groothandel in gereedschapswerktuigen","G","46","6","2"
"46.63","Groothandel in machines voor de bouw","G","46","6","3"
"46.64","Groothandel in machines voor de textielindustrie en in naai- en breimachines","G","46","6","4"
"46.65","Groothandel in bedrijfsmeubels","G","46","6","5"
"46.66","Groothandel in kantoormachines (geen computers)","G","46","6","6"
"46.68","Groothandel in machines voor de grafische en voedings- en genotmiddelenindustrie ","G","46","6","8"
"46.68.1","Groothandel in machines voor de grafische industrie","G","46","6","8"
"46.68.2","Groothandel in machines voor de voedings- en genotmiddelenindustrie","G","46","6","8"
"46.69","Groothandel in overige machines, apparaten en toebehoren voor industrie en handel ","G","46","6","9"
"46.69.1","Groothandel in intern transportmaterieel","G","46","6","9"
"46.69.2","Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek","G","46","6","9"
"46.69.3","Groothandel in verbrandingsmotoren, pompen en compressoren","G","46","6","9"
"46.69.4","Groothandel in appendages, technische toebehoren e.d.","G","46","6","9"
"46.69.5","Groothandel in meet- en regelapparaten","G","46","6","9"
"46.69.6","Groothandel in emballage","G","46","6","9"
"46.69.7","Groothandel in scheepsbenodigdheden en visserij-artikelen","G","46","6","9"
"46.69.9","Groothandel in overige machines, apparaten en toebehoren voor industrie en handel n.e.g.","G","46","6","9"
"46.71","Groothandel in brandstoffen en overige minerale olieproducten","G","46","7","1"
"46.71.1","Groothandel in vaste brandstoffen ","G","46","7","1"
"46.71.2","Groothandel in vloeibare en gasvormige brandstoffen","G","46","7","1"
"46.71.3","Groothandel in minerale olieproducten (geen brandstoffen)","G","46","7","1"
"46.72","Groothandel in metalen en metaalertsen","G","46","7","2"
"46.72.1","Groothandel in metaalertsen","G","46","7","2"
"46.72.2","Groothandel in ferrometalen en -halffabrikaten","G","46","7","2"
"46.72.3","Groothandel in non-ferrometalen en -halffabrikaten","G","46","7","2"
"46.73","Groothandel in hout, sanitair en overige bouwmaterialen","G","46","7","3"
"46.73.1","Groothandel in hout en plaatmateriaal","G","46","7","3"
"46.73.2","Groothandel in verf en verfwaren","G","46","7","3"
"46.73.3","Groothandel in behang","G","46","7","3"
"46.73.4","Groothandel in vlakglas","G","46","7","3"
"46.73.5","Groothandel in zand en grind","G","46","7","3"
"46.73.6","Groothandel in tegels en plavuizen","G","46","7","3"
"46.73.7","Groothandel in sanitaire artikelen en sanitair installatiemateriaal ","G","46","7","3"
"46.73.8","Groothandel gespecialiseerd in overige bouwmaterialen","G","46","7","3"
"46.73.9","Groothandel in bouwmaterialen algemeen assortiment ","G","46","7","3"
"46.74","Groothandel in ijzer- en metaalwaren en verwarmingsapparaten  ","G","46","7","4"
"46.74.1","Groothandel in ijzer- en metaalwaren","G","46","7","4"
"46.74.2","Groothandel in verwarmingsapparaten","G","46","7","4"
"46.75","Groothandel in chemische producten","G","46","7","5"
"46.75.1","Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing","G","46","7","5"
"46.75.2","Groothandel in bestrijdingsmiddelen en kunstmeststoffen","G","46","7","5"
"46.76","Groothandel in overige intermediaire producten","G","46","7","6"
"46.76.1","Groothandel in textielgrondstoffen en -halffabrikaten","G","46","7","6"
"46.76.2","Groothandel in papier en karton","G","46","7","6"
"46.76.9","Groothandel in overige intermediaire producten n.e.g.","G","46","7","6"
"46.77","Groothandel in afval en schroot","G","46","7","7"
"46.77.1","Groothandel in autosloopmateriaal","G","46","7","7"
"46.77.2","Groothandel in ijzer- en staalschroot en oude non-ferrometalen","G","46","7","7"
"46.77.9","Groothandel in overige oude materialen en afvalstoffen","G","46","7","7"
"46.90","Niet-gespecialiseerde groothandel","G","46","9","0"
"46.90.1","Niet-gespecialiseerde groothandel in consumentenartikelen","G","46","9","0"
"46.90.2","Niet-gespecialiseerde groothandel in niet-consumentenartikelen","G","46","9","0"
"47.11","Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen","G","47","1","1"
"47.19","Warenhuizen en dergelijke winkels met een algemeen assortiment non-food","G","47","1","9"
"47.19.1","Warenhuizen","G","47","1","9"
"47.19.2","Winkels met een algemeen assortiment non-food (geen warenhuizen)","G","47","1","9"
"47.21","Winkels in aardappelen, groenten en fruit ","G","47","2","1"
"47.22","Winkels in vlees en vleeswaren, wild en gevogelte ","G","47","2","2"
"47.22.1","Winkels in vlees en vleeswaren","G","47","2","2"
"47.22.2","Winkels in wild en gevogelte","G","47","2","2"
"47.23","Winkels in vis","G","47","2","3"
"47.24","Winkels in brood, banket, chocolade en suikerwerk ","G","47","2","4"
"47.24.1","Winkels in brood en banket","G","47","2","4"
"47.24.2","Winkels in chocolade en suikerwerk","G","47","2","4"
"47.25","Winkels in dranken","G","47","2","5"
"47.26","Winkels in tabaksproducten","G","47","2","6"
"47.29","Gespecialiseerde winkels in overige voedings- en genotmiddelen ","G","47","2","9"
"47.29.1","Winkels in kaas","G","47","2","9"
"47.29.2","Winkels in natuurvoeding en reformartikelen","G","47","2","9"
"47.29.3","Winkels in buitenlandse voedingsmiddelen","G","47","2","9"
"47.29.9","Gespecialiseerde winkels in overige voedings- en genotmiddelen n.e.g.","G","47","2","9"
"47.30","Benzinestations","G","47","3","0"
"47.41","Winkels in computers, randapparatuur en software","G","47","4","1"
"47.42","Winkels in telecommunicatieapparatuur ","G","47","4","2"
"47.43","Winkels in audio- en videoapparatuur of in een algemeen assortiment van wit- en  bruingoed","G","47","4","3"
"47.43.1","Winkels in audio- en videoapparatuur","G","47","4","3"
"47.43.2","Winkels in een algemeen assortiment van wit- en bruingoed ","G","47","4","3"
"47.51","Winkels in kledingstoffen, huishoudtextiel en fournituren ","G","47","5","1"
"47.51.1","Winkels in kledingsstoffen","G","47","5","1"
"47.51.2","Winkels in  huishoudtextiel","G","47","5","1"
"47.51.3","Winkels in breiwol, handwerken en fournituren","G","47","5","1"
"47.52","Winkels in doe-het-zelfartikelen  ","G","47","5","2"
"47.52.1","Winkels in ijzerwaren en gereedschappen","G","47","5","2"
"47.52.2","Winkels in verf, verfwaren en behang","G","47","5","2"
"47.52.3","Winkels in houten bouw- en tuinmaterialen","G","47","5","2"
"47.52.4","Winkels in tegels","G","47","5","2"
"47.52.5","Winkels in keukens","G","47","5","2"
"47.52.6","Winkels in parket-, laminaat- en kurkvloeren","G","47","5","2"
"47.52.7","Winkels gespecialiseerd in overige doe-het-zelfartikelen  ","G","47","5","2"
"47.52.8","Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment","G","47","5","2"
"47.53","Winkels in vloerbedekking en gordijnen ","G","47","5","3"
"47.54","Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor","G","47","5","4"
"47.54.1","Winkels in witgoed","G","47","5","4"
"47.54.2","Winkels in naai- en breimachines","G","47","5","4"
"47.54.3","Winkels in overige elektrische huishoudelijke apparatuur","G","47","5","4"
"47.54.4","Winkels in onderdelen voor elektrische huishoudelijke apparatuur","G","47","5","4"
"47.59","Winkels in meubels, verlichting en overige huishoudelijke artikelen n.e.g.","G","47","5","9"
"47.59.1","Winkels in meubels","G","47","5","9"
"47.59.2","Winkels in verlichtingsartikelen","G","47","5","9"
"47.59.3","Winkels in artikelen voor woninginrichting algemeen assortiment","G","47","5","9"
"47.59.4","Winkels in muziekinstrumenten","G","47","5","9"
"47.59.5","Winkels in glas-, porselein- en aardewerk","G","47","5","9"
"47.59.6","Winkels gespecialiseerd in overige huishoudelijke artikelen n.e.g.","G","47","5","9"
"47.59.7","Winkels in huishoudelijke artikelen algemeen assortiment","G","47","5","9"
"47.61","Winkels in boeken ","G","47","6","1"
"47.62","Winkels in kranten, tijdschriften en kantoorbehoeften ","G","47","6","2"
"47.63","Winkels in audio- en video-opnamen","G","47","6","3"
"47.64","Winkels in fietsen en bromfietsen, sport- en kampeerartikelen en boten ","G","47","6","4"
"47.64.1","Winkels in fietsen en bromfietsen","G","47","6","4"
"47.64.2","Winkels in watersportartikelen","G","47","6","4"
"47.64.3","Winkels in sportartikelen (geen watersport)","G","47","6","4"
"47.64.4","Winkels in kampeerartikelen (geen caravans)","G","47","6","4"
"47.65","Winkels in speelgoed","G","47","6","5"
"47.71","Winkels in kleding en mode-artikelen; textielsupermarkten      ","G","47","7","1"
"47.71.1","Winkels in herenkleding ","G","47","7","1"
"47.71.2","Winkels in dameskleding ","G","47","7","1"
"47.71.3","Winkels in bovenkleding en mode-artikelen (algemeen assortiment) ","G","47","7","1"
"47.71.4","Winkels in baby- en kinderkleding","G","47","7","1"
"47.71.5","Winkels in babyartikelen algemeen assortiment","G","47","7","1"
"47.71.6","Winkels in onderkleding, foundations e.d.","G","47","7","1"
"47.71.7","Winkels in mode-artikelen","G","47","7","1"
"47.71.8","Textielsupermarkten","G","47","7","1"
"47.72","Winkels in schoenen en lederwaren ","G","47","7","2"
"47.72.1","Winkels in schoenen","G","47","7","2"
"47.72.2","Winkels in lederwaren en reisartikelen","G","47","7","2"
"47.73","Apotheken","G","47","7","3"
"47.74","Winkels in drogisterij-, medische en orthopedische artikelen","G","47","7","4"
"47.74.1","Winkels in drogisterij-artikelen ","G","47","7","4"
"47.74.2","Winkels in medische en orthopedische artikelen  ","G","47","7","4"
"47.75","Winkels in parfums en cosmetica","G","47","7","5"
"47.76","Winkels in bloemen, planten, zaden, tuinbenodigdheden, huisdieren en dierbenodigdheden ","G","47","7","6"
"47.76.1","Winkels in bloemen en planten, zaden en tuinbenodigdheden","G","47","7","6"
"47.76.2","Tuincentra","G","47","7","6"
"47.76.3","Winkels in dieren, dierbenodigdheden en hengelsportartikelen","G","47","7","6"
"47.77","Winkels in juweliersartikelen en uurwerken ","G","47","7","7"
"47.78","Winkels in overige artikelen n.e.g.","G","47","7","8"
"47.78.1","Winkels in fotografische artikelen","G","47","7","8"
"47.78.2","Winkels in optische artikelen","G","47","7","8"
"47.78.3","Winkels in schilderijen, lijsten, prenten, kunstvoorwerpen en religieuze artikelen","G","47","7","8"
"47.78.9","Winkels gespecialiseerd in overige artikelen n.e.g.","G","47","7","8"
"47.79","Winkels in antiek en tweedehands goederen ","G","47","7","9"
"47.79.1","Winkels in antiek","G","47","7","9"
"47.79.2","Winkels in tweedehands kleding","G","47","7","9"
"47.79.3","Winkels in tweedehands goederen (geen kleding)","G","47","7","9"
"47.81","Markthandel in voedings- en genotmiddelen","G","47","8","1"
"47.81.1","Markthandel in aardappelen, groenten en fruit","G","47","8","1"
"47.81.9","Markthandel in overige voedings- en genotmiddelen","G","47","8","1"
"47.82","Markthandel in textiel, kleding en schoenen","G","47","8","2"
"47.89","Markthandel in non-food artikelen (geen textiel, kleding en schoenen)","G","47","8","9"
"47.89.1","Markthandel in bloemen, planten, zaden en tuinbenodigdheden","G","47","8","9"
"47.89.2","Markthandel in tweedehands goederen","G","47","8","9"
"47.89.9","Markthandel in overige goederen","G","47","8","9"
"47.91","Detailhandel via postorder en internet","G","47","9","1"
"47.91.1","Detailhandel via postorder en internet in voedingsmiddelen en drogisterijwaren","G","47","9","1"
"47.91.2","Detailhandel via postorder en internet in consumentenelektronica","G","47","9","1"
"47.91.3","Detailhandel via postorder en internet in boeken, tijdschriften, cd's, dvd's ","G","47","9","1"
"47.91.4","Detailhandel via postorder en internet in kleding en mode-artikelen","G","47","9","1"
"47.91.5","Detailhandel via postorder en internet in huis- en tuinartikelen","G","47","9","1"
"47.91.6","Detailhandel via postorder en internet in vrijetijdsartikelen","G","47","9","1"
"47.91.8","Detailhandel via postorder en internet in overige non-food","G","47","9","1"
"47.91.9","Detailhandel via postorder en internet in een algemeen assortiment non-food","G","47","9","1"
"47.99","Colportage, straathandel en detailhandel via overige distributievormen","G","47","9","9"
"47.99.1","Colportage","G","47","9","9"
"47.99.2","Straathandel","G","47","9","9"
"47.99.9","Detailhandel via overige distributievormen","G","47","9","9"
"49.10","Personenvervoer per spoor (geen tram of metro)","H","49","1","0"
"49.20","Goederenvervoer per spoor","H","49","2","0"
"49.31","Openbaar vervoer binnen steden","H","49","3","1"
"49.32","Vervoer per taxi","H","49","3","2"
"49.39","Overig personenvervoer over de weg ","H","49","3","9"
"49.39.1","Ongeregeld personenvervoer over de weg","H","49","3","9"
"49.39.2","Openbaar interlokaal personenvervoer over de weg","H","49","3","9"
"49.39.3","Geregeld besloten personenvervoer over de weg","H","49","3","9"
"49.41","Goederenvervoer over de weg (geen verhuizingen)","H","49","4","1"
"49.42","Verhuisvervoer","H","49","4","2"
"49.50","Transport via pijpleidingen","H","49","5","0"
"50.10","Zee- en kustvaart (passagiersvaart en veerdiensten)","H","50","1","0"
"50.20","Zee- en kustvaart (vracht-, tank- en sleepvaart)","H","50","2","0"
"50.20.1","Zee- en kustvaart (vracht- en tankvaart; geen sleepvaart)","H","50","2","0"
"50.20.2","Zee- en kustsleepvaart ","H","50","2","0"
"50.30","Binnenvaart (passagiersvaart en veerdiensten)","H","50","3","0"
"50.40","Binnenvaart (vracht-, tank- en sleepvaart)","H","50","4","0"
"50.40.1","Binnenvaart (vrachtvaart)","H","50","4","0"
"50.40.2","Binnenvaart (tankvaart) ","H","50","4","0"
"50.40.3","Binnenvaart (sleep- en duwvaart)","H","50","4","0"
"51.10","Personenvervoer door de lucht","H","51","1","0"
"51.21","Goederenvervoer door de lucht","H","51","2","1"
"52.10","Opslag","H","52","1","0"
"52.10.1","Opslag in tanks","H","52","1","0"
"52.10.2","Opslag in koelhuizen e.d.","H","52","1","0"
"52.10.9","Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)","H","52","1","0"
"52.21","Dienstverlening voor vervoer over land","H","52","2","1"
"52.22","Dienstverlening voor vervoer over water","H","52","2","2"
"52.23","Dienstverlening voor de luchtvaart","H","52","2","3"
"52.24","Laad-, los- en overslagactiviteiten ","H","52","2","4"
"52.24.1","Laad-, los- en overslagactiviteiten voor zeevaart","H","52","2","4"
"52.24.2","Laad-, los- en overslagactiviteiten niet voor zeevaart","H","52","2","4"
"52.29","Expediteurs, cargadoors en bevrachters; weging en meting","H","52","2","9"
"52.29.1","Expediteurs, cargadoors, bevrachters en andere tussenpersonen in het goederenvervoer","H","52","2","9"
"52.29.2","Weging en meting","H","52","2","9"
"53.10","Nationale post met universele dienstverplichting ","H","53","1","0"
"53.20","Post zonder universele dienstverplichting en koeriers ","H","53","2","0"
"53.20.1","Post zonder universele dienstverplichting ","H","53","2","0"
"53.20.2","Koeriers","H","53","2","0"
"55.10","Hotels e.d.","I","55","1","0"
"55.10.1","Hotel-restaurants","I","55","1","0"
"55.10.2","Hotels (geen hotel-restaurants), pensions en conferentie-oorden","I","55","1","0"
"55.20","Verhuur van vakantiehuisjes en appartementen; jeugdherbergen en vakantiekampen ","I","55","2","0"
"55.20.1","Verhuur van vakantiehuisjes en appartementen","I","55","2","0"
"55.20.2","Jeugdherbergen en vakantiekampen","I","55","2","0"
"55.30","Kampeerterreinen","I","55","3","0"
"55.90","Overige logiesverstrekking","I","55","9","0"
"56.10","Restaurants, cafetaria's e.d. en ijssalons ","I","56","1","0"
"56.10.1","Restaurants","I","56","1","0"
"56.10.2","Cafetaria's, lunchrooms, snackbars, eetkramen e.d.  ","I","56","1","0"
"56.10.3","IJssalons ","I","56","1","0"
"56.21","Eventcatering","I","56","2","1"
"56.29","Kantines en contractcatering ","I","56","2","9"
"56.30","Cafés","I","56","3","0"
"58.11","Uitgeverijen van boeken","J","58","1","1"
"58.13","Uitgeverijen van kranten","J","58","1","3"
"58.14","Uitgeverijen van tijdschriften","J","58","1","4"
"58.19","Overige uitgeverijen (niet van software)","J","58","1","9"
"58.21","Uitgeverijen van computerspellen","J","58","2","1"
"58.29","Overige uitgeverijen van software","J","58","2","9"
"59.11","Productie van films en televisieprogramma's","J","59","1","1"
"59.11.1","Productie van films (geen televisiefilms)","J","59","1","1"
"59.11.2","Productie van televisieprogramma's","J","59","1","1"
"59.12","Facilitaire activiteiten voor film- en televisieproductie","J","59","1","2"
"59.13","Distributie van films en televisieproducties","J","59","1","3"
"59.14","Bioscopen","J","59","1","4"
"59.20","Maken en uitgeven van geluidsopnamen ","J","59","2","0"
"60.10","Radio-omroepen","J","60","1","0"
"60.20","Televisie-omroepen","J","60","2","0"
"61.10","Draadgebonden telecommunicatie","J","61","1","0"
"61.20","Draadloze telecommunicatie","J","61","2","0"
"61.30","Telecommunicatie via satelliet","J","61","3","0"
"61.90","Overige telecommunicatie","J","61","9","0"
"62.01","Ontwikkelen, produceren en uitgeven van software","J","62","0","1"
"62.02","Advisering op het gebied van informatietechnologie","J","62","0","2"
"62.03","Beheer van computerfaciliteiten","J","62","0","3"
"62.09","Overige dienstverlenende activiteiten op het gebied van informatietechnologie","J","62","0","9"
"63.11","Gegevensverwerking, webhosting en aanverwante activiteiten","J","63","1","1"
"63.12","Webportals","J","63","1","2"
"63.21","Persagentschappen","J","63","2","1"
"63.29","Overige dienstverlenende activiteiten op het gebied van informatie n.e.g.","J","63","2","9"
"64.11","Centrale banken","K","64","1","1"
"64.19","Overige geldscheppende financiële instellingen","K","64","1","9"
"64.19.1","Coöperatief georganiseerde banken","K","64","1","9"
"64.19.2","Effectenkredietinstellingen","K","64","1","9"
"64.19.3","Spaarbanken","K","64","1","9"
"64.19.4","Algemene banken","K","64","1","9"
"64.20","Financiële holdings","K","64","2","0"
"64.30","Beleggingsinstellingen","K","64","3","0"
"64.30.1","Beleggingsinstellingen in financiële activa","K","64","3","0"
"64.30.2","Beleggingsinstellingen in vaste activa","K","64","3","0"
"64.30.3","Beleggingsinstellingen met beperkte toetreding","K","64","3","0"
"64.91","Financiële lease","K","64","9","1"
"64.92","Overige kredietverstrekking","K","64","9","2"
"64.92.1","Hypotheekbanken en bouwfondsen","K","64","9","2"
"64.92.2","Volkskredietbanken en commerciële financieringsmaatschappijen","K","64","9","2"
"64.92.3","Participatiemaatschappijen","K","64","9","2"
"64.92.4","Wisselmakelaars en overige kredietverstrekking","K","64","9","2"
"64.99","Overige financiële intermediatie","K","64","9","9"
"65.11","Levensverzekeringen (geen herverzekering), naturaverzekeringen en spaarkassen","K","65","1","1"
"65.11.1","Levensverzekeringen (geen herverzekering) ","K","65","1","1"
"65.11.2","Naturaverzekeringen ","K","65","1","1"
"65.11.3","Spaarkassen","K","65","1","1"
"65.12","Schadeverzekeringen (geen herverzekering)","K","65","1","2"
"65.20","Herverzekering","K","65","2","0"
"65.30","Pensioenfondsen","K","65","3","0"
"65.30.1","Bedrijfspensioenfondsen","K","65","3","0"
"65.30.2","Ondernemingspensioenfondsen en -spaarfondsen","K","65","3","0"
"65.30.3","Beroepspensioenfondsen","K","65","3","0"
"65.30.9","Overige pensioenfondsen","K","65","3","0"
"66.11","Beheer van financiële markten","K","66","1","1"
"66.12","Commissionairs en makelaars in effecten, beleggingsadviseurs e.d.","K","66","1","2"
"66.19","Administratiekantoren voor aandelen en obligaties, marketmakers, hypotheek- en krediet-","K","66","1","9"
"66.19.1","Administratiekantoren voor aandelen en obligaties","K","66","1","9"
"66.19.2","Marketmakers","K","66","1","9"
"66.19.3","Hypotheek- en kredietbemiddeling, geldwisselkantoren, bank- en spaaragentschappen e.d.","K","66","1","9"
"66.21","Risicoanalisten en schadetaxateurs","K","66","2","1"
"66.22","Assurantietussenpersonen","K","66","2","2"
"66.29","Overige dienstverlening op het gebied van verzekeringen en pensioenfondsen (geen taxateurs en ","K","66","2","9"
"66.29.1","Verzekeringsbeurzen","K","66","2","9"
"66.29.2","Actuariële en pensioenadviesbureaus; beheer en administratie van pensioenvermogens","K","66","2","9"
"66.29.3","Waarborgfondsen","K","66","2","9"
"66.29.9","Overige dienstverlening  op het gebied van verzekeringen en pensioenfondsen n.e.g.","K","66","2","9"
"66.30","Vermogensbeheer","K","66","3","0"
"68.10","Handel in eigen onroerend goed","L","68","1","0"
"68.20","Verhuur van onroerend goed","L","68","2","0"
"68.20.1","Woningbouwverenigingen en -stichtingen","L","68","2","0"
"68.20.2","Gemeentelijke woningbedrijven","L","68","2","0"
"68.20.3","Verhuur van overige woonruimte","L","68","2","0"
"68.20.4","Verhuur van onroerend goed (niet van woonruimte)","L","68","2","0"
"68.31","Bemiddeling bij handel, huur of verhuur van onroerend goed","L","68","3","1"
"68.32","Beheer van onroerend goed","L","68","3","2"
"69.10","Rechtskundige dienstverlening","M","69","1","0"
"69.10.1","Advocatenkantoren ","M","69","1","0"
"69.10.2","Rechtskundige adviesbureaus","M","69","1","0"
"69.10.3","Notariskantoren","M","69","1","0"
"69.10.4","Deurwaarderskantoren","M","69","1","0"
"69.10.5","Octrooibureaus","M","69","1","0"
"69.20","Accountancy, belastingadvisering en administratie","M","69","2","0"
"69.20.1","Registeraccountants","M","69","2","0"
"69.20.2","Accountants-administratieconsulenten","M","69","2","0"
"69.20.3","Boekhoudkantoren ","M","69","2","0"
"69.20.4","Belastingconsulenten","M","69","2","0"
"69.20.9","Overige administratiekantoren","M","69","2","0"
"70.10","Holdings (geen financiële) en concerndiensten binnen eigen concern","M","70","1","0"
"70.10.1","Concerndiensten binnen eigen concern","M","70","1","0"
"70.10.2","Holdings (geen financiële)","M","70","1","0"
"70.21","Public relationsbureaus","M","70","2","1"
"70.22","Advisering op het gebied van management en bedrijfsvoering (geen public relations)","M","70","2","2"
"70.22.1","Organisatie-adviesbureaus","M","70","2","2"
"70.22.2","Advisering op het gebied van management en bedrijfsvoering (geen public relations en organisatie-","M","70","2","2"
"71.11","Architecten","M","71","1","1"
"71.12","Ingenieurs en overig technisch ontwerp en advies","M","71","1","2"
"71.20","Keuring en controle ","M","71","2","0"
"71.20.1","Keuring en controle van agrarische producten en voedingsmiddelen","M","71","2","0"
"71.20.2","Keuring en controle van machines, apparaten en materialen","M","71","2","0"
"71.20.3","Overige keuring en controle","M","71","2","0"
"72.11","Biotechnologisch speur- en ontwikkelingswerk","M","72","1","1"
"72.11.1","Biotechnologisch speur- en ontwikkelingswerk op het gebied van agrarische producten en processen","M","72","1","1"
"72.11.2","Biotechnologisch speur- en ontwikkelingswerk op het gebied van medische producten en ","M","72","1","1"
"72.11.3","Biotechnologisch speur- en ontwikkelingswerk voor overige toepassingen","M","72","1","1"
"72.19","Natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)","M","72","1","9"
"72.19.1","Speur- en ontwikkelingswerk op het gebied van landbouw en visserij (niet biotechnologisch)","M","72","1","9"
